Network,NetworkE,IP,Ir90,Nr90,Ir180,Nr180,d90,d180,Is90,Ns90,Is180,Ns180,IShared90,NShared90,IShared180,NShared180,pIr90,pIr180,pIs90,pIs180,pIShared90,pIShared180,ORs90,RRs90
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",87.29232914,805.9642358,141.5133027,853.9787127,22.64560454,50.03445703,68.50599471,961.0726481,119.7105869,966.4445689,17,131,28,133,108.3,165.7,71.3,123.9,129.8,210.5,1.942925511,1.820561132
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",27.09302676,786.8529015,130.3673997,832.0443552,5.699149447,40.39389132,46.69684856,960.8285604,112.6937408,964.7599921,10,131,28,131,34.4,156.7,48.6,116.8,76.3,213.7,1.617840982,1.570677549
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",122.9559998,819.4467719,274.469685,910.7208199,33.92170582,93.43544701,89.57622607,961.3806299,172.5841746,968.2940519,24,132,54,132,150,301.4,93.2,178.2,181.8,409.1,2.162787164,1.951371316
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",193.6484136,818.2618815,372.6211822,966.4394893,34.0420629,130.6063209,116.8698962,961.2940798,221.6695335,970.6902259,45,132,76,136,236.7,385.6,121.6,228.4,340.9,558.8,3.737242386,2.804091572
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",43.18140305,792.2756262,64.27922601,812.9117559,10.57589033,21.94233197,52.13735671,960.9413124,91.04724326,964.8559726,12,131,18,131,54.5,79.1,54.3,94.4,91.6,137.4,1.757743433,1.688331821
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",36.06818493,791.1999898,132.9784747,832.4730217,9.343368829,38.97318025,51.4856208,960.9627584,114.1414201,965.2637924,6,131,27,131,45.6,159.7,53.6,118.2,45.8,206.1,0.847904753,0.854870948
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",148.6763741,818.4714433,290.3374034,922.3531702,33.84582441,99.24637179,100.8864034,961.2930126,188.0542826,969.1968525,29,131,52,134,181.7,314.8,104.9,194,221.4,388.1,2.424760922,2.109355833
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",70.64277807,794.0949499,133.967532,843.0120933,12.70559668,43.71339658,64.79528137,960.9160772,117.805097,965.879194,16,132,32,133,89,158.9,67.4,122,121.2,240.6,1.90759058,1.797579601
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",21.82974497,786.7013118,63.55610904,804.8045235,5.555449017,17.14954203,45.56438597,960.8976532,92.23929322,964.7066478,4,131,11,131,27.7,79,47.4,95.6,30.5,84,0.632717717,0.643932443
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",13.62372587,784.1303256,31.60545485,795.7727703,3.367261157,11.06472054,44.06945305,960.8828235,84.24931936,964.4208732,6,131,9,131,17.4,39.7,45.9,87.4,45.8,68.7,0.998583798,0.998648662
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",122.4685442,830.1043552,154.0623452,867.6001403,40.87299319,54.41811749,79.46671597,961.6357008,119.2222271,967.2192757,30,131,40,132,147.5,177.6,82.6,123.3,229,303,3.297360264,2.771247226
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",35.41547222,792.1017509,65.33155926,813.6021568,10.25307108,22.96728438,51.7463299,960.9399357,96.13568081,965.0394852,12,131,19,131,44.7,80.3,53.8,99.6,91.6,145,1.771785342,1.701087448
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",59.04012786,797.2172793,105.7708423,831.4735302,14.12750674,34.84546338,53.30011695,961.0484801,102.0187159,965.3505527,16,131,22,133,74.1,127.2,55.5,105.7,122.1,165.4,2.369514959,2.202245957
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",24.08072563,789.6447025,213.9424012,868.7592104,7.828776688,69.25278209,52.23530738,961.0738034,154.2163981,966.2454912,1,131,38,131,30.5,246.3,54.4,159.6,7.6,290.1,0.133837929,0.140449853
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",198.7540884,843.5603035,368.6317698,959.5670729,54.46301081,122.8961573,121.9785203,961.7727358,212.5152692,970.7205085,35,131,63,135,235.6,384.2,126.8,218.9,267.2,466.7,2.510072869,2.106618286
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",106.5124086,805.6898961,145.2466105,858.3131373,22.40964844,51.65735348,71.0734181,961.0921646,115.6924306,966.2868808,28,131,34,134,132.2,169.2,74,119.7,213.7,253.7,3.404181903,2.890310962
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",127.0550263,806.3615536,303.5940324,925.3733741,22.53829415,103.1546824,80.70185139,961.1118174,185.8852393,968.4023786,30,133,68,136,157.6,328.1,84,192,225.6,500,3.177499435,2.686334149
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",14.62084611,786.1863216,32.750468,795.7198109,5.157864673,10.7495552,43.39117146,960.8908952,80.55465938,964.3566002,4,131,8,132,18.6,41.2,45.2,83.5,30.5,60.6,0.665979464,0.676178564
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",47.12228083,797.292136,121.8499997,837.0429155,14.33587348,40.44010865,53.93577957,960.9998289,111.8353098,965.3342602,10,131,22,133,59.1,145.6,56.1,115.9,76.3,165.4,1.389874618,1.360113197
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",124.9413454,815.5033247,207.0733573,886.4517058,30.2976352,71.40763725,94.52970592,961.5444702,162.8756152,968.622284,25,131,38,132,153.2,233.6,98.3,168.2,190.8,287.9,2.16317836,1.941197757
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",527.6263692,970.8953022,576.0774514,1113.636979,161.8355274,206.914954,264.6033051,964.5288217,312.706085,980.7218511,102,132,107,137,543.4,517.3,274.3,318.9,772.7,781,8.993639574,2.816736267
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",169.6596466,827.7700595,316.2809,941.0887383,41.05942431,110.512124,102.4237979,961.4705686,188.4087702,969.63712,30,132,55,138,205,336.1,106.5,194.3,227.3,398.6,2.46681748,2.133449871
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",61.86598729,803.4471515,96.69322139,831.5737626,19.64647513,33.96424319,61.32575945,961.1827054,107.4325008,965.9526556,17,131,25,132,77,116.3,63.8,111.2,129.8,189.4,2.188137496,2.033951714
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",29.40206552,791.2302948,93.01295668,824.0281816,9.125254646,31.63769882,51.61268231,960.9916042,112.3752446,965.5421256,10,131,23,132,37.2,112.9,53.7,116.4,76.3,174.2,1.456139837,1.421320002
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",149.5226411,820.2190314,341.363863,942.4704176,34.48852712,114.4218839,99.78208277,961.4108571,198.6683285,969.4667253,29,132,69,134,182.3,362.2,103.8,204.9,219.7,514.9,2.431243191,2.116803399
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",152.0441362,810.2884556,248.8647056,909.6632475,26.37773292,88.78594796,91.02224016,961.2463877,167.0535705,968.5775205,32,131,51,134,187.6,273.6,94.7,172.5,244.3,380.6,3.090284006,2.579680279
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",93.0217488,812.0671897,223.4951823,880.0081985,27.15421996,70.42006524,78.07809669,961.3056344,149.644482,967.5085789,19,131,39,131,114.5,254,81.2,154.7,145,297.7,1.919017616,1.785724985
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",100.2598413,811.4955107,183.4554052,874.5257167,27.09446747,64.26503569,74.28717142,961.1806189,140.4425162,967.306885,23,131,34,131,123.5,209.8,77.3,145.2,175.6,259.5,2.542504349,2.271682975
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",83.45907179,805.4546564,194.2857612,873.1338014,21.78032395,66.08642702,74.38756807,961.3301125,149.6140496,967.446404,11,132,31,134,103.6,222.5,77.4,154.6,83.3,231.3,1.083933008,1.076938591
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",180.5864056,834.8477723,236.1842564,909.8725093,48.10519014,85.21020782,112.0508394,961.6185119,166.4097295,969.4575909,41,132,48,133,216.3,259.6,116.5,171.7,310.6,360.9,3.416058728,2.665616244
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",30.47658765,790.6186989,83.44354655,820.2712154,8.827625178,29.34873195,49.66876311,960.9325618,101.0710954,965.018417,6,132,17,132,38.5,101.7,51.7,104.7,45.5,128.8,0.87365804,0.879400856
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",81.58428103,805.3933733,133.4835172,848.1795343,21.67593818,45.26799028,63.27346781,961.0969758,115.8832624,966.1769553,27,131,33,132,101.3,157.4,65.8,119.9,206.1,250,3.683831524,3.130675408
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",47.01325383,791.2254959,124.2604154,831.2826686,9.556999635,36.58623308,52.21552691,960.9430913,111.0507676,965.1816598,11,131,32,133,59.4,149.5,54.3,115.1,84,240.6,1.595311427,1.545323444
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",105.930357,804.3413737,211.1066098,882.7080879,21.75297332,72.0695179,83.73403877,961.0777917,157.1244689,967.7442909,25,131,48,132,131.7,239.2,87.1,162.4,190.8,363.6,2.471165842,2.190409002
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",23.63693095,787.9887121,137.7298974,829.3088198,6.687646272,37.7952443,46.01193834,960.9421892,120.717888,964.9716517,9,131,38,132,30,166.1,47.9,125.1,68.7,287.9,1.466898744,1.434821731
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",9.260658984,783.576516,44.24677684,799.8839726,3.031942108,14.68223928,41.64815869,960.8199073,85.64701541,964.2831298,2,131,9,132,11.8,55.3,43.3,88.8,15.3,68.2,0.342169384,0.352212599
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",303.6507879,885.0682344,365.4620434,985.5012284,91.52713532,131.5667052,148.2281412,962.1775315,199.7134474,971.9218223,57,132,67,136,343.1,370.8,154.1,205.5,431.8,492.6,4.173306981,2.80301533
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",22.50823338,787.024338,59.91435948,810.0417844,6.109892813,21.61203878,45.9514083,960.8769998,89.81232664,964.6586263,11,131,21,131,28.6,74,47.8,93.1,84,160.3,1.825149268,1.755861925
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",69.81412523,798.3094349,213.3002925,880.3388383,15.34944011,72.45365326,62.44344741,961.0765808,141.134734,966.7995708,14,131,45,134,87.5,242.3,65,146,106.9,335.8,1.722018169,1.644855922
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",76.68044282,806.3633072,132.954685,849.3462318,23.13070588,47.50981181,71.58755901,961.1778219,123.2109736,966.5504882,15,132,26,133,95.1,156.5,74.5,127.5,113.6,195.5,1.593154387,1.52575048
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",74.01652522,798.8582735,316.0234825,920.1924403,15.76449525,106.1348445,64.8265964,961.1818769,183.5299213,967.5646504,11,131,53,132,92.7,343.4,67.4,189.7,84,401.5,1.267472076,1.245012589
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",85.52465379,802.2063983,161.2532256,863.0092248,19.22179344,56.79560928,69.69601638,961.0028803,135.745431,966.8995442,20,131,35,132,106.6,186.8,72.5,140.4,152.7,265.2,2.304232575,2.105113098
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",151.554926,820.8838242,255.6733596,911.1916908,35.63456578,89.97583416,108.2157728,961.3522154,175.5278982,969.1908797,38,131,57,132,184.6,280.6,112.6,181.1,290.1,431.8,3.221280744,2.576939765
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",82.72541684,792.719658,294.0952158,916.2267015,11.07942408,101.0439921,70.13771494,960.9540554,185.3144647,967.9178634,19,131,59,133,104.4,321,73,191.5,145,443.6,2.154627212,1.987162197
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",64.47889723,794.8398371,111.8323484,837.6827105,13.11869112,39.78472004,61.66044462,960.9573691,110.3362784,965.7603983,13,131,20,132,81.1,133.5,64.2,114.2,99.2,151.5,1.60678512,1.546569803
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",20.92689214,787.6269206,61.56895843,810.1855458,6.26894123,21.66236761,43.99075304,960.9109091,90.41496525,964.7137421,5,131,12,131,26.6,76,45.8,93.7,38.2,91.6,0.827122019,0.833720415
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",147.3616255,820.3086089,203.7304184,889.822479,35.48949763,72.78442501,94.12894944,961.3285248,146.145614,968.1229736,27,131,38,134,179.6,229,97.9,151,206.1,283.6,2.391807755,2.104946615
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",83.92597289,795.2136558,207.2899113,881.7187378,13.20298381,73.14348825,66.90504589,960.9756766,146.8245366,966.8564041,17,132,36,132,105.5,235.1,69.6,151.9,128.8,272.7,1.975440881,1.849815919
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",60.98874847,803.6077539,113.2278984,833.3455369,19.35123101,35.58407543,58.1271816,961.1427732,105.2651863,965.5840375,15,133,28,133,75.9,135.9,60.5,109,112.8,210.5,1.974809623,1.864868688
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",129.2643857,829.6004344,164.0454928,871.1117701,42.43053586,57.95240899,91.67839596,961.6311972,141.139187,968.0395639,31,131,38,134,155.8,188.3,95.3,145.8,236.6,283.6,2.941645799,2.482172366
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",215.1546251,840.3390181,331.8832014,954.9128783,52.25629701,117.5666436,126.7435291,961.7550893,202.6977425,970.9622631,49,132,71,133,256,347.6,131.8,208.8,371.2,533.8,3.889418541,2.816831355
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",199.3088788,832.4108072,329.4992858,952.8180105,46.16073294,117.1210135,117.5034929,961.4925988,194.3528566,970.3894811,44,131,67,134,239.4,345.8,122.2,200.3,335.9,500,3.632615972,2.748378546
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",123.4044732,825.2617853,188.7582217,879.6415941,38.5548341,66.16054765,86.78324995,961.4989321,148.6228555,967.8878132,22,131,32,134,149.5,214.6,90.3,153.6,167.9,238.8,2.034357084,1.860648261
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",86.08128961,805.8540414,182.2626656,869.8167976,22.31886897,63.07664073,70.88089647,961.164448,138.9678774,966.9242872,18,131,32,132,106.8,209.5,73.7,143.7,137.4,242.4,2.000751769,1.863243892
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",51.1367792,797.5863336,70.32870272,817.5178778,14.86030922,24.42103005,54.50254167,960.9828285,93.75079488,965.1062645,10,131,13,131,64.1,86,56.7,97.1,76.3,99.2,1.374536377,1.345945814
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",139.2205365,815.9785784,243.2662891,902.8403084,30.45530459,83.71274325,100.3731957,961.4864919,174.9718907,969.0327055,30,131,50,131,170.6,269.4,104.4,180.6,229,381.7,2.548252298,2.193690703
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",88.75190645,802.568755,208.0537728,884.9980953,19.56983833,73.80338167,71.33172585,961.1250869,151.9135128,967.4288534,20,131,50,133,110.6,235.1,74.2,157,152.7,375.9,2.247571136,2.057102261
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",120.6285654,799.1744107,265.4510927,912.0336313,17.61453226,93.36318798,77.49215067,960.9229666,158.8124903,967.5047449,27,131,53,133,150.9,291.1,80.6,164.1,206.1,398.5,2.959683389,2.555779179
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",118.5595333,807.9295836,248.401001,897.8766012,24.23912723,83.33663418,92.15469494,961.2737028,172.9547026,968.4216097,22,132,50,134,146.7,276.7,95.9,178.6,166.7,373.1,1.886217535,1.738514613
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",20.43732605,786.4989055,96.72137906,818.1939084,5.431145466,28.33930792,45.67818723,960.8893492,110.302393,965.0955669,7,131,21,132,26,118.2,47.5,114.3,53.4,159.1,1.131068227,1.124064581
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",80.56068533,802.8500142,117.2977814,841.4915545,20.18431317,40.88735417,72.26960202,961.127439,117.7888911,966.427583,28,132,40,137,100.3,139.4,75.2,121.9,212.1,292,3.311321392,2.821041097
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",91.3026268,803.767129,161.5946819,859.7886422,20.07750739,54.93814554,73.17132314,961.1337143,130.0926733,966.6018789,23,131,32,135,113.6,187.9,76.1,134.6,175.6,237,2.584388169,2.306213147
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",81.31698507,800.0334139,244.261066,889.2104093,17.57345687,79.50676212,70.60828757,960.9798431,160.1321872,967.1070586,18,131,41,133,101.6,274.7,73.5,165.6,137.4,308.3,2.008674934,1.870078378
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",45.69035399,792.9150585,158.1251594,849.3466401,11.33560982,52.02730595,56.54399961,960.9512958,125.4093449,965.8129391,5,131,35,133,57.6,186.2,58.8,129.8,38.2,263.2,0.634712413,0.648654687
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",14.17340256,785.3333499,65.3509092,810.6380142,4.500774149,22.70671617,44.56798961,960.8652097,93.89855542,964.6784536,5,131,15,133,18,80.6,46.4,97.3,38.2,112.8,0.815854633,0.822883082
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",163.7326669,829.3679132,238.5971792,903.5235654,42.18392166,81.75597511,102.4224062,961.6753652,163.2146676,969.1356966,44,131,55,135,197.4,264.1,106.5,168.4,335.9,407.4,4.242867659,3.153660201
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",41.36951646,789.9853742,170.6430344,856.3229288,8.338733144,57.51758365,56.30272895,961.0211097,129.9160743,965.9154371,8,131,35,133,52.4,199.3,58.6,134.5,61.1,263.2,1.045126462,1.042370648
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",63.91896236,797.8814663,152.2454163,853.7577553,14.92301085,51.4397085,65.5546627,961.1148736,127.3251398,966.5177981,16,131,36,131,80.1,178.3,68.2,131.7,122.1,274.8,1.900698995,1.790689958
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",183.6601001,824.7486463,241.6467174,911.577654,39.70150485,86.98767749,105.6778899,961.3826323,160.9836256,968.8156972,41,131,53,132,222.7,265.1,109.9,166.2,313,401.5,3.688766399,2.847244091
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",50.35830433,786.5025631,242.3027201,888.2661977,5.456630455,82.19454467,58.21152805,960.9118761,163.0036485,966.7281822,11,131,48,133,64,272.8,60.6,168.6,84,360.9,1.421497334,1.386104428
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",261.5920616,858.968525,347.791779,970.4966296,68.34062998,124.1067661,151.0955276,962.0266676,218.1574701,972.4229336,53,131,71,132,304.5,358.4,157.1,224.3,404.6,537.9,3.646814183,2.575965697
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",39.24100304,793.7262625,96.62056835,826.0899886,11.50093485,31.86405352,51.46963912,961.0181032,102.3782948,965.2252054,10,131,17,131,49.4,117,53.6,106.1,76.3,129.8,1.460458939,1.425309402
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",69.51686489,793.0126437,166.0656139,855.1036845,11.39151182,53.63415127,61.04537834,960.9657793,125.4093234,966.029089,20,131,38,131,87.7,194.2,63.5,129.8,152.7,290.1,2.656185028,2.403332352
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",83.42258676,800.2592807,217.5384909,873.6750757,18.07724187,68.69019322,70.37138063,961.0308015,155.6505673,966.8795595,19,134,44,135,104.2,249,73.2,161,141.8,325.9,2.091083402,1.936377547
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",115.3492869,807.3109949,231.0075561,890.3906673,24.09720671,77.95203887,74.38047818,961.0418067,148.2576447,967.0879473,19,131,37,132,142.9,259.4,77.4,153.3,145,280.3,2.022247837,1.873982883
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",17.04245748,786.7980891,42.54905611,800.0471636,5.394280292,14.20677989,46.574957,960.9552846,88.93365954,964.6411979,4,131,11,132,21.7,53.2,48.5,92.2,30.5,83.3,0.618344756,0.629998351
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",36.53032388,790.2523283,116.5294771,833.7841471,8.804959836,39.42080746,50.51656153,960.8783045,107.3906496,965.1914361,11,131,25,132,46.2,139.8,52.6,111.3,84,189.4,1.651930058,1.59718784
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",35.94779605,790.8441211,104.3328304,824.8963961,9.426503775,33.55119351,50.32539466,960.9076687,108.8669008,964.8852113,6,132,19,133,45.5,126.5,52.4,112.8,45.5,142.9,0.861613922,0.867904198
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",165.9509471,815.5631757,325.1714459,941.0189209,31.84467637,113.6311408,88.83285459,961.1320491,183.449155,968.7065805,31,131,61,134,203.5,345.6,92.4,189.4,236.6,455.2,3.044062375,2.560352958
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",22.36581878,787.1222983,63.54501771,811.1610775,6.020323419,22.67483022,45.24321851,960.8823454,91.66322159,964.6503661,6,131,14,133,28.4,78.3,47.1,95,45.8,105.3,0.971431289,0.97273978
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",46.32598963,790.2715971,174.4156869,855.3342792,8.659993031,56.33155019,53.84085644,960.9109947,133.9849583,966.0365084,10,131,35,132,58.6,203.9,56,138.7,76.3,265.2,1.392334357,1.36238517
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",208.9186872,838.6543498,277.2095193,931.7435065,50.78320947,99.26573284,113.8816852,961.5643098,174.1117815,969.8256358,37,132,44,134,249.1,297.5,118.4,179.5,280.3,328.4,2.899062077,2.366749222
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",102.5995559,807.7194437,232.5296533,887.1885189,24.24607679,76.28304408,76.60650985,961.1090711,158.6100431,967.3695269,19,132,46,133,127,262.1,79.7,164,143.9,345.9,1.941371169,1.805870774
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",26.49036098,786.2733767,165.9363903,849.8693995,5.409758064,53.21430398,51.36456848,960.8603651,128.007212,965.6645022,5,131,34,132,33.7,195.2,53.5,132.6,38.2,257.6,0.702645892,0.713995286
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",20.01429301,785.3777118,31.42949961,796.9585096,4.519009119,11.2537352,46.29722158,960.8625484,85.75902169,964.5279226,5,131,7,131,25.5,39.4,48.2,88.9,38.2,53.4,0.78389747,0.792145658
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",273.0383472,862.8575297,362.0422332,975.0968123,72.7285304,127.7749403,141.2939928,961.8266731,209.4535262,971.7651679,49,132,63,134,316.4,371.3,146.9,215.5,371.2,470.1,3.428389629,2.526941963
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",79.55273825,809.6967227,156.642264,857.1381596,24.55763194,53.37205121,62.93335249,961.1635306,119.418016,966.0083291,19,131,34,137,98.3,182.8,65.5,123.6,145,248.2,2.42126516,2.215127465
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",113.0463375,809.850505,209.5595591,886.80631,25.03137748,73.6367413,84.14624194,961.2367851,156.637192,967.8012161,25,133,40,135,139.6,236.3,87.5,161.8,188,296.3,2.412825738,2.14725699
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",74.71420313,800.584749,178.6950284,866.8872981,17.68561438,61.65895339,67.31121625,961.1048134,138.2248204,966.6829089,18,131,36,131,93.3,206.1,70,143,137.4,274.8,2.115163107,1.961934589
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",86.20322761,798.1570821,173.3006039,866.5426449,15.82597295,60.53624687,64.09092088,960.9980432,125.477226,966.2020019,18,131,36,131,108,200,66.7,129.9,137.4,274.8,2.229179408,2.060284528
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",9.904238298,783.4661494,25.56856592,792.0100564,2.978897117,8.667113185,42.862761,960.8655586,79.42348126,964.3257484,3,131,8,131,12.6,32.3,44.6,82.4,22.9,61.1,0.501966977,0.513372314
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",68.88828443,801.7681736,112.4192717,837.2444848,18.61282953,38.94024546,61.72136839,961.0992307,108.6150806,965.7755525,13,131,25,132,85.9,134.3,64.2,112.5,99.2,189.4,1.605343569,1.545271306
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",32.11065728,789.5155798,153.2609083,850.5726033,8.115273046,53.03340599,53.13840972,960.9143289,140.1484594,966.1101416,9,131,34,131,40.7,180.2,55.3,145.1,68.7,259.5,1.260238617,1.242359628
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",122.7479074,813.9568456,146.7046673,861.0595323,30.20474547,52.82745187,97.68798963,961.3382184,140.3696869,968.0143329,38,131,45,132,150.8,170.4,101.6,145,290.1,340.9,3.612412765,2.854613643
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",38.7692789,787.4186309,75.74299042,818.2653123,6.235789207,26.73039917,49.06337511,960.8769961,97.21288558,965.0750797,11,131,15,132,49.2,92.6,51.1,100.7,84,113.6,1.703570435,1.644492001
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",21.66789078,787.4113229,95.22479315,819.9645732,6.099343071,29.81938707,45.91636181,960.8921436,106.7823064,964.9859377,5,131,20,131,27.5,116.1,47.8,110.7,38.2,152.7,0.790754349,0.798740824
C,"C: Homogeneous size, heterogeneous staff-to-resident ratio","Beta (2, 117)",44.23008987,793.9005572,75.20655391,820.2771666,11.8320497,26.87105723,51.85811114,960.9629469,96.990118,965.1661685,10,131,15,131,55.7,91.7,54,100.5,76.3,114.5,1.448811563,1.414551138
